date,unit_group_id,occupied_units,move_ins,move_outs,street_rate,promo,days_since_last_vacancy_spike
2024-02-09,UG-006,22,,2.0,193.72,,
2024-02-09,UG-010,75,,,74.24,,
2024-02-09,UG-011,102,1.0,1.0,120.35,,
2024-02-09,UG-012,51,1.0,1.0,186.93,,
2024-02-09,UG-013,49,,2.0,64.48,,
2024-02-09,UG-014,71,,,113.49,,
2024-02-09,UG-015,38,1.0,3.0,191.89,,
2024-02-09,UG-016,69,,,69.34,,
2024-02-09,UG-017,101,1.0,2.0,121.25,,
2024-02-09,UG-018,44,,,199.52,,
2024-02-09,UG-019,57,,,65.84,,
2024-02-09,UG-020,83,1.0,2.0,123.16,,
2024-02-09,UG-021,33,,1.0,174.73,,
2024-02-09,UG-022,65,3.0,2.0,74.32,,
2024-02-09,UG-023,88,,1.0,129.64,first_month_half_off,
2024-02-09,UG-024,30,1.0,,210.24,,
2024-02-09,UG-025,49,1.0,1.0,74.74,,
2024-02-09,UG-026,73,3.0,2.0,113.01,,
2024-02-09,UG-027,40,,,212.64,first_month_free,
2024-02-09,UG-028,62,,2.0,74.71,,15.0
2024-02-09,UG-029,77,2.0,1.0,113.32,,15.0
2024-02-09,UG-030,37,,2.0,178.96,,15.0
2024-02-09,UG-031,37,,1.0,72.41,,
2024-02-09,UG-032,82,1.0,,118.54,,
2024-02-09,UG-033,23,,1.0,204.52,first_month_half_off,
2024-02-09,UG-034,53,1.0,1.0,68.82,,
2024-02-09,UG-035,81,,1.0,128.07,,
2024-02-09,UG-036,29,,,206.24,,
2024-02-09,UG-037,61,1.0,1.0,63.73,first_month_free,
2024-02-09,UG-038,100,,1.0,118.75,,
2024-02-09,UG-039,38,,,182.34,first_month_half_off,
2024-02-09,UG-040,66,,1.0,78.54,,
2024-02-09,UG-041,81,,,133.05,,
2024-02-09,UG-042,44,,,219.83,,
2024-02-10,UG-001,54,2.0,,74.76,,
2024-02-10,UG-002,82,,,131.21,,
2024-02-10,UG-003,35,,,172.31,,
2024-02-10,UG-004,39,,2.0,72.0,,
2024-02-10,UG-005,80,,1.0,122.6,,
2024-02-10,UG-006,22,,,193.72,,
2024-02-10,UG-010,75,,,74.24,,
2024-02-10,UG-011,102,1.0,1.0,120.35,,
2024-02-10,UG-012,51,1.0,1.0,186.93,,
2024-02-10,UG-013,49,1.0,1.0,64.48,,
2024-02-10,UG-014,71,,,113.49,,
2024-02-10,UG-015,38,,,191.89,,
2024-02-10,UG-016,67,,2.0,69.34,,
2024-02-10,UG-017,101,,,121.25,,
2024-02-10,UG-018,44,,,199.52,,
2024-02-10,UG-019,58,1.0,,65.84,,
2024-02-10,UG-020,83,1.0,1.0,123.16,,
2024-02-10,UG-021,33,1.0,1.0,174.73,,
2024-02-10,UG-022,66,1.0,,74.32,,
2024-02-10,UG-023,88,,,129.64,first_month_half_off,
2024-02-10,UG-024,30,,,210.24,,
2024-02-10,UG-025,49,,,74.74,,
2024-02-10,UG-026,73,1.0,1.0,113.01,,
2024-02-10,UG-027,41,1.0,,212.64,first_month_free,
2024-02-10,UG-028,61,,1.0,74.71,,16.0
2024-02-10,UG-029,81,4.0,,113.32,,16.0
2024-02-10,UG-030,38,1.0,,178.96,,16.0
2024-02-10,UG-031,35,,2.0,72.41,,
2024-02-10,UG-032,82,1.0,1.0,118.54,,
2024-02-10,UG-033,22,,1.0,204.52,first_month_half_off,
2024-02-10,UG-034,53,1.0,1.0,68.82,,
2024-02-10,UG-035,79,,2.0,128.07,,
2024-02-10,UG-036,29,,,206.24,,
2024-02-10,UG-037,60,,1.0,63.73,first_month_free,
2024-02-10,UG-038,101,1.0,,118.75,,
2024-02-10,UG-039,38,,,182.34,first_month_half_off,
2024-02-10,UG-040,66,,,78.54,,
2024-02-10,UG-041,81,,,133.05,,
2024-02-10,UG-042,43,2.0,3.0,219.83,,
2024-02-11,UG-001,54,,,74.76,,
2024-02-11,UG-002,83,1.0,,131.21,,
2024-02-11,UG-003,36,1.0,,172.31,,
2024-02-11,UG-004,38,1.0,2.0,72.0,,
2024-02-11,UG-005,80,,,122.6,,
2024-02-11,UG-006,24,2.0,,193.72,,
2024-02-11,UG-010,75,,,74.24,,
2024-02-11,UG-011,101,1.0,2.0,120.35,,
2024-02-11,UG-012,51,,,186.93,,
2024-02-11,UG-013,51,3.0,1.0,64.48,,
2024-02-11,UG-014,72,1.0,,113.49,,
2024-02-11,UG-015,38,,,191.89,,
2024-02-11,UG-016,68,2.0,1.0,69.34,,
2024-02-11,UG-017,102,2.0,1.0,121.25,,
2024-02-11,UG-018,44,,,199.52,,
2024-02-11,UG-019,58,,,65.84,,
2024-02-11,UG-020,83,,,123.16,,
2024-02-11,UG-021,33,,,174.73,,
2024-02-11,UG-022,68,4.0,2.0,74.32,,
2024-02-11,UG-023,88,1.0,1.0,129.64,first_month_half_off,
2024-02-11,UG-024,30,,,210.24,,
2024-02-11,UG-025,48,,1.0,74.74,first_month_half_off,
2024-02-11,UG-026,73,,,113.01,,
2024-02-11,UG-027,39,,2.0,212.64,first_month_free,
2024-02-11,UG-028,63,2.0,,74.71,,17.0
2024-02-11,UG-029,82,1.0,,113.32,,17.0
2024-02-11,UG-030,38,,,178.96,,17.0
2024-02-11,UG-031,34,,1.0,72.41,,
2024-02-11,UG-032,82,,,118.54,,
2024-02-11,UG-033,24,2.0,,204.52,first_month_half_off,
2024-02-11,UG-034,52,,1.0,68.82,,
2024-02-11,UG-035,80,1.0,,128.07,,
2024-02-11,UG-036,29,,,206.24,,
2024-02-11,UG-037,60,,,63.73,first_month_free,
2024-02-11,UG-038,101,,,118.75,,
2024-02-11,UG-039,39,1.0,,182.34,first_month_half_off,
2024-02-11,UG-040,66,,,78.54,,
2024-02-11,UG-041,83,2.0,,133.05,,
2024-02-11,UG-042,42,,1.0,219.83,,
2024-02-12,UG-001,53,,1.0,74.44,,
2024-02-12,UG-002,82,1.0,2.0,131.21,,
2024-02-12,UG-003,36,,,172.31,,
2024-02-12,UG-004,34,,4.0,72.0,,
2024-02-12,UG-005,80,2.0,2.0,122.6,,
2024-02-12,UG-006,24,2.0,2.0,193.72,,
2024-02-12,UG-010,75,1.0,1.0,74.24,,
2024-02-12,UG-011,100,1.0,2.0,122.63,,
2024-02-12,UG-012,51,,,186.93,,
2024-02-12,UG-013,53,2.0,,64.48,,
2024-02-12,UG-014,73,2.0,1.0,113.49,,
2024-02-12,UG-015,38,,,191.89,,
2024-02-12,UG-016,68,2.0,2.0,69.34,,
2024-02-12,UG-017,104,2.0,,121.25,,
2024-02-12,UG-018,44,1.0,1.0,200.64,,
2024-02-12,UG-019,58,,,65.84,,
2024-02-12,UG-020,84,2.0,1.0,125.61,,
2024-02-12,UG-021,34,1.0,,174.73,,
2024-02-12,UG-022,69,1.0,,74.32,,
2024-02-12,UG-023,85,,3.0,129.64,first_month_half_off,
2024-02-12,UG-024,30,,,210.24,,
2024-02-12,UG-025,48,,,75.39,first_month_half_off,
2024-02-12,UG-026,69,,4.0,113.01,,
2024-02-12,UG-027,40,2.0,1.0,215.36,first_month_free,
2024-02-12,UG-028,62,,1.0,75.24,,18.0
2024-02-12,UG-029,83,1.0,,113.32,,18.0
2024-02-12,UG-030,40,3.0,1.0,180.65,,18.0
2024-02-12,UG-031,34,1.0,1.0,72.41,,
2024-02-12,UG-032,81,,1.0,118.54,,
2024-02-12,UG-033,23,,1.0,204.52,first_month_half_off,
2024-02-12,UG-034,52,,,69.45,,
2024-02-12,UG-035,80,1.0,1.0,128.82,,
2024-02-12,UG-036,30,1.0,,204.81,,
2024-02-12,UG-037,63,4.0,1.0,63.73,first_month_free,
2024-02-12,UG-038,100,1.0,2.0,118.75,,
2024-02-12,UG-039,39,1.0,1.0,182.34,first_month_half_off,
2024-02-12,UG-040,64,,2.0,79.75,,
2024-02-12,UG-041,83,2.0,2.0,133.05,,
2024-02-12,UG-042,41,,1.0,219.83,,
2024-02-13,UG-001,54,1.0,,74.44,,
2024-02-13,UG-002,78,,4.0,131.21,,
2024-02-13,UG-003,35,,1.0,172.31,,
2024-02-13,UG-004,34,1.0,1.0,72.0,,
2024-02-13,UG-005,80,,,122.6,,
2024-02-13,UG-006,23,,1.0,193.72,,
2024-02-13,UG-010,74,,1.0,74.24,,
2024-02-13,UG-011,99,1.0,2.0,122.63,,
2024-02-13,UG-012,49,,2.0,186.93,,
2024-02-13,UG-013,53,,,64.48,,
2024-02-13,UG-014,72,,1.0,113.49,,
2024-02-13,UG-015,37,,1.0,191.89,,
2024-02-13,UG-016,69,2.0,1.0,69.34,,
2024-02-13,UG-017,104,,,121.25,,
2024-02-13,UG-018,43,,1.0,200.64,,
2024-02-13,UG-019,58,1.0,1.0,65.84,,
2024-02-13,UG-020,83,,1.0,125.61,,
2024-02-13,UG-021,33,,1.0,174.73,,
2024-02-13,UG-022,68,,1.0,74.32,,
2024-02-13,UG-023,85,1.0,1.0,129.64,first_month_half_off,
2024-02-13,UG-024,28,,2.0,210.24,,
2024-02-13,UG-025,49,1.0,,75.39,first_month_half_off,
2024-02-13,UG-026,69,1.0,1.0,113.01,,
2024-02-13,UG-027,40,2.0,2.0,215.36,first_month_free,
2024-02-13,UG-028,63,1.0,,75.24,,19.0
2024-02-13,UG-029,82,,1.0,113.32,,19.0
2024-02-13,UG-030,41,1.0,,180.65,,19.0
2024-02-13,UG-031,35,1.0,,72.41,,
2024-02-13,UG-032,80,,1.0,118.54,,
2024-02-13,UG-033,24,2.0,1.0,204.52,first_month_half_off,
2024-02-13,UG-034,53,1.0,,69.45,,
2024-02-13,UG-035,78,,2.0,128.82,,
2024-02-13,UG-036,29,,1.0,204.81,,
2024-02-13,UG-037,65,2.0,,63.73,first_month_free,
2024-02-13,UG-038,100,1.0,1.0,118.75,,
2024-02-13,UG-039,38,1.0,2.0,182.34,first_month_half_off,
2024-02-13,UG-040,60,,4.0,79.75,,
2024-02-13,UG-041,82,,1.0,133.05,,
2024-02-13,UG-042,41,1.0,1.0,219.83,,
2024-02-14,UG-001,54,2.0,2.0,74.44,,
2024-02-14,UG-002,76,,2.0,131.21,,
2024-02-14,UG-003,33,,2.0,172.31,,
2024-02-14,UG-004,35,1.0,,72.0,,
2024-02-14,UG-005,79,,1.0,122.6,,
2024-02-14,UG-006,23,,,193.72,,
2024-02-14,UG-010,75,1.0,,74.24,,
2024-02-14,UG-011,98,,1.0,122.63,,
2024-02-14,UG-012,51,2.0,,186.93,,
2024-02-14,UG-013,53,1.0,1.0,64.48,,
2024-02-14,UG-014,72,,,113.49,,
2024-02-14,UG-015,39,2.0,,191.89,,
2024-02-14,UG-016,69,,,69.34,,
2024-02-14,UG-017,102,3.0,5.0,121.25,,
2024-02-14,UG-018,43,1.0,1.0,200.64,,
2024-02-14,UG-019,58,,,65.84,,
2024-02-14,UG-020,84,3.0,2.0,125.61,,
2024-02-14,UG-021,33,1.0,1.0,174.73,,
2024-02-14,UG-022,68,1.0,1.0,74.32,,
2024-02-14,UG-023,83,,2.0,129.64,first_month_half_off,
2024-02-14,UG-024,29,1.0,,210.24,,
2024-02-14,UG-025,48,1.0,2.0,75.39,first_month_half_off,
2024-02-14,UG-026,69,,,113.01,,
2024-02-14,UG-027,40,,,215.36,first_month_free,
2024-02-14,UG-028,65,3.0,1.0,75.24,,20.0
2024-02-14,UG-029,82,1.0,1.0,113.32,,20.0
2024-02-14,UG-030,42,3.0,2.0,180.65,,20.0
2024-02-14,UG-031,37,2.0,,72.41,,
2024-02-14,UG-032,77,,3.0,118.54,,
2024-02-14,UG-033,24,,,204.52,first_month_half_off,
2024-02-14,UG-034,54,1.0,,69.45,,
2024-02-14,UG-035,78,,,128.82,,
2024-02-14,UG-036,30,1.0,,204.81,,
2024-02-14,UG-037,65,2.0,2.0,63.73,first_month_free,
2024-02-14,UG-038,100,1.0,1.0,118.75,,
2024-02-14,UG-039,38,,,182.34,first_month_half_off,
2024-02-14,UG-040,59,1.0,2.0,79.75,,
2024-02-14,UG-041,82,1.0,1.0,133.05,,
2024-02-14,UG-042,40,1.0,2.0,219.83,,
2024-02-15,UG-001,54,1.0,1.0,74.44,,
2024-02-15,UG-002,77,2.0,1.0,131.21,,
2024-02-15,UG-003,34,1.0,,172.31,,
2024-02-15,UG-004,35,,,72.0,,
2024-02-15,UG-005,79,,,122.6,,
2024-02-15,UG-006,23,,,193.72,,
2024-02-15,UG-010,75,,,74.24,,
2024-02-15,UG-011,99,2.0,1.0,122.63,,
2024-02-15,UG-012,51,,,186.93,,
2024-02-15,UG-013,55,3.0,1.0,64.48,,
2024-02-15,UG-014,72,1.0,1.0,113.49,,
2024-02-15,UG-015,40,1.0,,191.89,,
2024-02-15,UG-016,71,2.0,,69.34,,
2024-02-15,UG-017,101,1.0,2.0,121.25,,
2024-02-15,UG-018,43,1.0,1.0,200.64,,
2024-02-15,UG-019,58,,,65.84,,
2024-02-15,UG-020,84,1.0,1.0,125.61,,
2024-02-15,UG-021,33,1.0,1.0,174.73,,
2024-02-15,UG-022,70,2.0,,74.32,,
2024-02-15,UG-023,83,1.0,1.0,129.64,first_month_half_off,
2024-02-15,UG-024,29,,,210.24,,
2024-02-15,UG-025,50,2.0,,75.39,first_month_half_off,
2024-02-15,UG-026,71,3.0,1.0,113.01,,
2024-02-15,UG-027,38,,2.0,215.36,first_month_free,
2024-02-15,UG-028,65,1.0,1.0,75.24,,21.0
2024-02-15,UG-029,82,1.0,1.0,113.32,,21.0
2024-02-15,UG-030,42,1.0,1.0,180.65,,21.0
2024-02-15,UG-031,38,1.0,,72.41,,
2024-02-15,UG-032,78,1.0,,118.54,,
2024-02-15,UG-033,23,,1.0,204.52,first_month_half_off,
2024-02-15,UG-034,55,1.0,,69.45,,
2024-02-15,UG-035,78,,,128.82,,
2024-02-15,UG-036,32,3.0,1.0,204.81,,
2024-02-15,UG-037,66,2.0,1.0,63.73,first_month_free,
2024-02-15,UG-038,96,1.0,5.0,118.75,,
2024-02-15,UG-039,37,,1.0,182.34,first_month_half_off,
2024-02-15,UG-040,60,1.0,,79.75,,
2024-02-15,UG-041,83,1.0,,133.05,,
2024-02-15,UG-042,40,,,219.83,,
2024-02-16,UG-001,54,1.0,1.0,74.44,,
2024-02-16,UG-002,76,,1.0,131.21,,
2024-02-16,UG-003,34,2.0,2.0,172.31,,
2024-02-16,UG-004,35,,,72.0,,
2024-02-16,UG-005,78,,1.0,122.6,,
2024-02-16,UG-006,22,,1.0,193.72,,
2024-02-16,UG-010,75,,,74.24,,
2024-02-16,UG-011,102,3.0,,122.63,,
2024-02-16,UG-012,51,,,186.93,,
2024-02-16,UG-013,53,,2.0,64.48,,
2024-02-16,UG-014,73,1.0,,113.49,,
2024-02-16,UG-015,40,1.0,1.0,191.89,,
2024-02-16,UG-016,71,,,69.34,,
2024-02-16,UG-017,101,,,121.25,,
2024-02-16,UG-018,43,1.0,1.0,200.64,,
2024-02-16,UG-019,58,,,65.84,,
2024-02-16,UG-020,84,,,125.61,,
2024-02-16,UG-021,33,1.0,1.0,174.73,,
2024-02-16,UG-022,70,,,74.32,,
2024-02-16,UG-023,84,2.0,1.0,129.64,first_month_half_off,
2024-02-16,UG-024,28,,1.0,210.24,,
2024-02-16,UG-025,49,1.0,2.0,75.39,first_month_half_off,
2024-02-16,UG-026,74,3.0,,113.01,,
2024-02-16,UG-027,40,2.0,,215.36,first_month_free,
2024-02-16,UG-028,67,2.0,,75.24,,22.0
2024-02-16,UG-029,83,1.0,,113.32,,22.0
2024-02-16,UG-030,41,,1.0,180.65,,22.0
2024-02-16,UG-031,38,,,72.41,,
2024-02-16,UG-032,79,2.0,1.0,118.54,,
2024-02-16,UG-033,23,,,204.52,first_month_half_off,
2024-02-16,UG-034,55,,,69.45,,
2024-02-16,UG-035,81,3.0,,128.82,,
2024-02-16,UG-036,30,,2.0,204.81,,
2024-02-16,UG-037,65,,1.0,63.73,first_month_free,
2024-02-16,UG-038,96,1.0,1.0,118.75,,
2024-02-16,UG-039,36,,1.0,182.34,first_month_half_off,
2024-02-16,UG-040,59,,1.0,79.75,,
2024-02-16,UG-041,83,1.0,1.0,133.05,,
2024-02-16,UG-042,43,3.0,,219.83,,
2024-02-17,UG-001,54,,,74.44,,
2024-02-17,UG-002,76,,,131.21,,
2024-02-17,UG-003,34,,,172.31,,
2024-02-17,UG-004,36,1.0,,72.0,,
2024-02-17,UG-005,79,1.0,,122.6,,
2024-02-17,UG-006,22,,,193.72,,
2024-02-17,UG-010,76,1.0,,74.24,,
2024-02-17,UG-011,102,,,122.63,,
2024-02-17,UG-012,51,,,186.93,,
2024-02-17,UG-013,54,1.0,,64.48,,
2024-02-17,UG-014,73,1.0,1.0,113.49,,
2024-02-17,UG-015,40,1.0,1.0,191.89,,
2024-02-17,UG-016,69,,2.0,69.34,,
2024-02-17,UG-017,101,1.0,1.0,121.25,,
2024-02-17,UG-018,44,1.0,,200.64,,
2024-02-17,UG-019,58,,,65.84,,
2024-02-17,UG-020,84,,,125.61,,
2024-02-17,UG-021,33,,,174.73,,
2024-02-17,UG-022,68,,2.0,74.32,,
2024-02-17,UG-023,84,,,129.64,,
2024-02-17,UG-024,29,1.0,,210.24,,
2024-02-17,UG-025,50,1.0,,75.39,first_month_half_off,
2024-02-17,UG-026,74,,,113.01,,
2024-02-17,UG-027,41,1.0,,215.36,first_month_free,
2024-02-17,UG-028,68,2.0,1.0,75.24,,23.0
2024-02-17,UG-029,83,1.0,1.0,113.32,,23.0
2024-02-17,UG-030,41,,,180.65,,23.0
2024-02-17,UG-031,37,,1.0,72.41,,
2024-02-17,UG-032,79,,,118.54,,
2024-02-17,UG-033,23,,,204.52,first_month_half_off,
2024-02-17,UG-034,57,2.0,,69.45,,
2024-02-17,UG-035,80,,1.0,128.82,,
2024-02-17,UG-036,30,,,204.81,,
2024-02-17,UG-037,66,1.0,,63.73,first_month_free,
2024-02-17,UG-038,96,,,118.75,,
2024-02-17,UG-039,36,,,182.34,first_month_half_off,
2024-02-17,UG-040,59,,,79.75,,
2024-02-17,UG-041,84,1.0,,133.05,,
2024-02-17,UG-042,43,,,219.83,,
2024-02-18,UG-001,53,,1.0,74.44,,
2024-02-18,UG-002,76,1.0,1.0,131.21,,
2024-02-18,UG-003,34,,,172.31,,
2024-02-18,UG-004,36,,,72.0,,
2024-02-18,UG-005,82,3.0,,122.6,,
2024-02-18,UG-006,22,1.0,1.0,193.72,,
2024-02-18,UG-010,73,1.0,4.0,74.24,,
2024-02-18,UG-011,103,2.0,1.0,122.63,,
2024-02-18,UG-012,51,,,186.93,,
2024-02-18,UG-013,52,,2.0,64.48,,
2024-02-18,UG-014,72,,1.0,113.49,,
2024-02-18,UG-015,40,1.0,1.0,191.89,,
2024-02-18,UG-016,70,1.0,,69.34,,
2024-02-18,UG-017,101,1.0,1.0,121.25,,
2024-02-18,UG-018,45,2.0,1.0,200.64,,
2024-02-18,UG-019,57,,1.0,65.84,,
2024-02-18,UG-020,85,1.0,,125.61,,
2024-02-18,UG-021,33,,,174.73,,
2024-02-18,UG-022,68,,,74.32,,
2024-02-18,UG-023,84,,,129.64,,
2024-02-18,UG-024,29,,,210.24,,
2024-02-18,UG-025,50,,,75.39,first_month_half_off,
2024-02-18,UG-026,73,1.0,2.0,113.01,,
2024-02-18,UG-027,40,,1.0,215.36,first_month_free,
2024-02-18,UG-028,69,1.0,,75.24,,24.0
2024-02-18,UG-029,83,,,113.32,,24.0
2024-02-18,UG-030,39,,2.0,180.65,,24.0
2024-02-18,UG-031,37,,,72.41,,
2024-02-18,UG-032,77,,2.0,118.54,,
2024-02-18,UG-033,24,1.0,,204.52,first_month_half_off,
2024-02-18,UG-034,60,3.0,,69.45,,
2024-02-18,UG-035,80,,,128.82,,
2024-02-18,UG-036,34,4.0,,204.81,,
2024-02-18,UG-037,67,1.0,,63.73,first_month_free,
2024-02-18,UG-038,96,,,118.75,,
2024-02-18,UG-039,35,,1.0,182.34,first_month_half_off,
2024-02-18,UG-040,60,1.0,,79.75,,
2024-02-18,UG-041,82,,2.0,133.05,,
2024-02-18,UG-042,43,,,219.83,,
2024-02-19,UG-001,53,1.0,1.0,74.44,,
2024-02-19,UG-002,77,2.0,1.0,131.21,,
2024-02-19,UG-003,34,1.0,1.0,170.91,,
2024-02-19,UG-004,34,,2.0,71.32,,
2024-02-19,UG-005,80,,2.0,123.63,,
2024-02-19,UG-006,21,1.0,2.0,193.72,,
2024-02-19,UG-010,75,4.0,2.0,74.24,,
2024-02-19,UG-011,105,2.0,,123.9,,
2024-02-19,UG-012,51,,,188.48,,
2024-02-19,UG-013,53,1.0,,65.19,,
2024-02-19,UG-014,73,1.0,,113.94,,
2024-02-19,UG-015,40,,,195.84,,
2024-02-19,UG-016,71,1.0,,69.34,,
2024-02-19,UG-017,102,2.0,1.0,121.25,,
2024-02-19,UG-018,45,1.0,1.0,200.64,,
2024-02-19,UG-019,57,,,65.84,,
2024-02-19,UG-020,88,3.0,,125.61,,
2024-02-19,UG-021,33,,,176.45,,
2024-02-19,UG-022,68,,,74.32,,
2024-02-19,UG-023,86,3.0,1.0,129.64,,
2024-02-19,UG-024,29,,,208.38,,
2024-02-19,UG-025,50,1.0,1.0,75.39,first_month_half_off,
2024-02-19,UG-026,73,1.0,1.0,113.74,,
2024-02-19,UG-027,41,1.0,,215.36,first_month_free,
2024-02-19,UG-028,70,1.0,,75.24,,25.0
2024-02-19,UG-029,82,1.0,2.0,113.32,,25.0
2024-02-19,UG-030,39,1.0,1.0,182.37,,25.0
2024-02-19,UG-031,38,2.0,1.0,71.95,,
2024-02-19,UG-032,76,,1.0,119.7,,
2024-02-19,UG-033,24,2.0,2.0,203.38,first_month_half_off,
2024-02-19,UG-034,59,,1.0,69.45,,
2024-02-19,UG-035,80,,,129.39,,
2024-02-19,UG-036,32,,2.0,204.81,,
2024-02-19,UG-037,67,3.0,3.0,63.73,first_month_free,
2024-02-19,UG-038,96,1.0,1.0,118.75,,
2024-02-19,UG-039,35,,,183.32,first_month_half_off,
2024-02-19,UG-040,60,1.0,1.0,79.75,,
2024-02-19,UG-041,84,3.0,1.0,132.54,,
2024-02-19,UG-042,42,,1.0,219.83,,
2024-02-20,UG-001,54,1.0,,74.44,,
2024-02-20,UG-002,76,,1.0,131.21,,
2024-02-20,UG-003,36,2.0,,170.91,,
2024-02-20,UG-004,36,2.0,,71.32,,
2024-02-20,UG-005,80,1.0,1.0,123.63,,
2024-02-20,UG-006,20,,1.0,193.72,,
2024-02-20,UG-010,73,,2.0,74.24,,
2024-02-20,UG-011,105,1.0,1.0,123.9,,
2024-02-20,UG-012,51,,,188.48,,
2024-02-20,UG-013,53,,,65.19,,
2024-02-20,UG-014,73,3.0,3.0,113.94,,
2024-02-20,UG-015,39,,1.0,195.84,,
2024-02-20,UG-016,69,,2.0,69.34,,
2024-02-20,UG-017,102,1.0,1.0,121.25,,
2024-02-20,UG-018,43,,2.0,200.64,,
2024-02-20,UG-019,57,,,65.84,,
2024-02-20,UG-020,87,,1.0,125.61,,
2024-02-20,UG-021,35,3.0,1.0,176.45,,
2024-02-20,UG-022,70,2.0,,74.32,,
2024-02-20,UG-023,86,1.0,1.0,129.64,,
2024-02-20,UG-024,30,1.0,,208.38,,
2024-02-20,UG-025,51,1.0,,75.39,first_month_half_off,
2024-02-20,UG-026,77,4.0,,113.74,,
2024-02-20,UG-027,40,,1.0,215.36,first_month_free,
2024-02-20,UG-028,71,1.0,,75.24,,26.0
2024-02-20,UG-029,85,5.0,2.0,113.32,,26.0
2024-02-20,UG-030,41,2.0,,182.37,,26.0
2024-02-20,UG-031,40,2.0,,71.95,,
2024-02-20,UG-032,77,1.0,,119.7,,
2024-02-20,UG-033,24,,,203.38,first_month_half_off,
2024-02-20,UG-034,58,,1.0,69.45,,
2024-02-20,UG-035,81,1.0,,129.39,,
2024-02-20,UG-036,32,,,204.81,,
2024-02-20,UG-037,67,,,63.73,first_month_free,
2024-02-20,UG-038,98,3.0,1.0,118.75,,
2024-02-20,UG-039,33,1.0,3.0,183.32,first_month_half_off,
2024-02-20,UG-040,60,2.0,2.0,79.75,,
2024-02-20,UG-041,83,,1.0,132.54,,
2024-02-20,UG-042,43,1.0,,219.83,,
2024-02-21,UG-001,54,,,74.44,,
2024-02-21,UG-002,76,,,131.21,,
2024-02-21,UG-003,36,1.0,1.0,170.91,,
2024-02-21,UG-004,37,1.0,,71.32,,
2024-02-21,UG-005,80,,,123.63,,
2024-02-21,UG-006,19,1.0,2.0,193.72,,
2024-02-21,UG-010,73,,,74.24,,
2024-02-21,UG-011,107,3.0,1.0,123.9,,
2024-02-21,UG-012,50,,1.0,188.48,,
2024-02-21,UG-013,54,2.0,1.0,65.19,,
2024-02-21,UG-014,73,1.0,1.0,113.94,,
2024-02-21,UG-015,38,,1.0,195.84,,
2024-02-21,UG-016,69,,,69.34,,
2024-02-21,UG-017,104,2.0,,121.25,,
2024-02-21,UG-018,45,2.0,,200.64,,
2024-02-21,UG-019,55,1.0,3.0,65.84,,
2024-02-21,UG-020,88,2.0,1.0,125.61,,
2024-02-21,UG-021,35,1.0,1.0,176.45,,
2024-02-21,UG-022,70,3.0,3.0,74.32,,
2024-02-21,UG-023,85,,1.0,129.64,,
2024-02-21,UG-024,31,1.0,,208.38,,
2024-02-21,UG-025,53,2.0,,75.39,first_month_half_off,
2024-02-21,UG-026,79,2.0,,113.74,,
2024-02-21,UG-027,39,,1.0,215.36,first_month_free,
2024-02-21,UG-028,70,1.0,2.0,75.24,,27.0
2024-02-21,UG-029,85,1.0,1.0,113.32,,27.0
2024-02-21,UG-030,43,3.0,1.0,182.37,,27.0
2024-02-21,UG-031,41,1.0,,71.95,,
2024-02-21,UG-032,75,,2.0,119.7,,
2024-02-21,UG-033,24,,,203.38,first_month_half_off,
2024-02-21,UG-034,58,,,69.45,,
2024-02-21,UG-035,83,2.0,,129.39,,
2024-02-21,UG-036,30,1.0,3.0,204.81,,
2024-02-21,UG-037,67,1.0,1.0,63.73,first_month_free,
2024-02-21,UG-038,99,1.0,,118.75,,
2024-02-21,UG-039,33,,,183.32,first_month_half_off,
2024-02-21,UG-040,59,,1.0,79.75,,
2024-02-21,UG-041,83,1.0,1.0,132.54,,
2024-02-21,UG-042,42,1.0,2.0,219.83,,
2024-02-22,UG-001,54,2.0,2.0,74.44,,
2024-02-22,UG-002,75,,1.0,131.21,,
2024-02-22,UG-003,36,,,170.91,,
2024-02-22,UG-004,36,1.0,2.0,71.32,,
2024-02-22,UG-005,80,,,123.63,,
2024-02-22,UG-006,19,,,193.72,,
2024-02-22,UG-010,75,2.0,,74.24,,
2024-02-22,UG-011,107,1.0,1.0,123.9,,
2024-02-22,UG-012,51,1.0,,188.48,,
2024-02-22,UG-013,54,1.0,1.0,65.19,,
2024-02-22,UG-014,71,1.0,3.0,113.94,,
2024-02-22,UG-015,39,1.0,,195.84,,
2024-02-22,UG-016,69,1.0,1.0,69.34,,
2024-02-22,UG-017,104,,,121.25,,
2024-02-22,UG-018,45,,,200.64,,
2024-02-22,UG-019,54,,1.0,65.84,,
2024-02-22,UG-020,86,1.0,3.0,125.61,,
2024-02-22,UG-021,36,2.0,1.0,176.45,,
2024-02-22,UG-022,70,1.0,1.0,74.32,,
2024-02-22,UG-023,83,,2.0,129.64,,
2024-02-22,UG-024,31,1.0,1.0,208.38,,
2024-02-22,UG-025,53,,,75.39,first_month_half_off,
2024-02-22,UG-026,77,,2.0,113.74,,
2024-02-22,UG-027,38,1.0,2.0,215.36,first_month_free,
2024-02-22,UG-028,70,,,75.24,,28.0
2024-02-22,UG-029,86,1.0,,113.32,,28.0
2024-02-22,UG-030,43,,,182.37,,28.0
2024-02-22,UG-031,40,1.0,2.0,71.95,,
2024-02-22,UG-032,74,1.0,2.0,119.7,,
